text,value
κατά,O
3,B-QUANTITY
έως,I-QUANTITY
"4,5",I-QUANTITY
βαθμούς,I-QUANTITY
Κελσίου,I-QUANTITY
",",O
φαινόμενο,O
που,O
θα,O
επηρεάσει,O
και,O
την,O
παραγωγή,O
ανανεώσιμων,O
πηγών,O
ενέργειας,O
.,O
Η,O
Ελλάδα,B-GPE
πέρασε,O
450,B-CARDINAL
μέτρα,O
πολιτικής,O
σε,O
ευρύ,O
φάσμα,O
τομέων,O
",",O
φυσικά,O
η,O
εφαρμογή,O
χρειάζεται,O
χρόνο,O
.,O
Έναρξη,O
εγγραφών,O
23/4/2018,B-DATE
",",O
με,O
καταβολή,O
του,O
50%,B-PERCENT
του,O
ποσού,O
Βασικά,O
στοιχεία,O
της,O
ομιλίας,O
του,O
πρωθυπουργού,O
θα,O
είναι,O
η,O
καθολικότητα,O
στην,O
πρόσβαση,O
στις,O
υπηρεσίες,B-ORG
Υγείας,I-ORG
",",O
οι,O
μεταρρυθμίσεις,O
στην,O
Πρωτοβάθμια,B-ORG
Φροντίδα,I-ORG
Υγείας,I-ORG
και,O
η,O
αναβάθμιση,O
των,O
πολιτικών,O
δημόσιας,O
Υγείας,B-ORG
στη,O
χώρα,O
μας,O
.,O
Η,O
αστυνομία,O
και,O
οι,O
εισαγγελικές,O
αρχές,O
της,O
Χιλής,B-GPE
",",O
που,O
ερευνούν,O
τις,O
κατηγορίες,O
για,O
σεξουαλική,O
κακοποίηση,O
από,O
κληρικούς,O
",",O
προχώρησαν,O
χθες,B-DATE
σε,O
ταυτόχρονες,O
εφόδους,O
στα,O
γραφεία,O
των,O
αρχιεπισκόπων,O
σε,O
δύο,B-CARDINAL
πόλεις,O
στο,O
νότιο,O
τμήμα,O
της,O
χώρας,O
",",O
σύμφωνα,O
με,O
αξιωματούχους,O
.,O
Αύξηση,O
της,O
ζήτησης,O
δανείων,O
"	O
βλέπουν	O
",O
οι,O
τράπεζες,O
της,O
Ευρωζώνης,B-ORG
|,O
naftemporiki.gr,B-ORG
Τη,O
Δευτέρα,B-DATE
παρουσιάζεται,O
η,O
ελληνική,O
έκθεση,O
στο,O
Φόρουμ,O
του,O
ΟΗΕ,B-ORG
για,O
τη,O
Βιώσιμη,O
Ανάπτυξη,O
|,O
naftemporiki.gr,B-ORG
Σύμφωνα,O
με,O
ντοκυμαντέρ,O
του,O
2007,B-DATE
",",O
από,O
το,O
1920,B-DATE
έως,O
το,O
1976,B-DATE
στις,O
Βαλεαρίδες,B-LOC
Νήσους,I-LOC
οι,O
ψαράδες,O
είχαν,O
πιάσει,O
περίπου,O
27,B-CARDINAL
μεγάλους,O
λευκούς,O
καρχαρίες,O
.,O
Η,O
παραγωγή,O
πλησιάζει,O
τους,O
27.000,B-QUANTITY
τόνους,I-QUANTITY
για,O
τα,O
ανατολικά,O
καπνά,O
και,O
τους,O
10.000,B-QUANTITY
τόνους,I-QUANTITY
για,O
τα,O
αμερικάνικα,O
",",O
μεγέθη,O
σημαντικά,O
μειωμένα,O
σε,O
σχέση,O
με,O
αυτά,O
που,O
επικρατούσαν,O
τα,O
παλαιότερα,O
χρόνια,O
και,O
μέχρι,O
το,O
2006,B-DATE
.,O
Αξίζει,O
να,O
σημειωθεί,O
",",O
πως,O
σύμφωνα,O
με,O
έρευνες,O
που,O
έγιναν,O
σε,O
πειραματική,O
καλλιέργεια,O
βιολογικού,O
καπνού,O
",",O
οι,O
αποδόσεις,O
έφτασαν,O
τα,O
200,B-QUANTITY
κιλά,I-QUANTITY
ανά,I-QUANTITY
στρέμμα,I-QUANTITY
για,O
την,O
ποικιλία,O
Μπασμάς,B-PRODUCT
Ξάνθης,I-PRODUCT
",",O
τα,O
300,B-QUANTITY
κιλά,I-QUANTITY
ανά,I-QUANTITY
στρέμμα,I-QUANTITY
για,O
την,O
ποικιλία,O
Κατερίνη,B-PRODUCT
και,O
320,B-QUANTITY
κιλά,I-QUANTITY
ανά,I-QUANTITY
στρέμμα,I-QUANTITY
για,O
την,O
ποικιλία,O
Μυρωδάτα,B-PRODUCT
Αγρινίου,I-PRODUCT
",",O
δίνοντας,O
κίνητρο,O
για,O
περαιτέρω,O
έρευνα,O
",",O
με,O
στόχο,O
την,O
ανάπτυξη,O
και,O
την,O
εξάπλωση,O
της,O
βιολογικής,O
καπνοκαλλιέργειας,O
",",O
που,O
θα,O
είναι,O
",",O
πλέον,O
",",O
συνυφασμένη,O
με,O
τον,O
όρο,O
βιωσιμότητα,O
.,O
Τρεις,O
στους,O
5,B-CARDINAL
εφήβους,O
(,O
"60,9%",B-PERCENT
),O
σύμφωνα,O
με,O
τη,O
μελέτη,O
αναφέρουν,O
ότι,O
ήπιαν,O
πρόσφατα,O
κάποιο,O
οινοπνευματώδες,O
ποτό,O
σε,O
μπαρ,O
",",O
κλαμπ,O
",",O
καφετέρια,O
ή,O
εστιατόριο,O
.,O
Απευθυνόμαστε,O
σε,O
όσους,O
δακρύζουν,O
όταν,O
ακούνε,O
τον,O
Εθνικό,B-WORK_OF_ART
Ύμνο,I-WORK_OF_ART
και,O
το,O
"	O
Μακεδονία	B-WORK_OF_ART
ξακουστή	I-WORK_OF_ART
",O
.,O
Τα,O
λόγια,O
του,O
Βαλέρα,B-PERSON
για,O
την,O
τροπή,O
των,O
πραγμάτων,O
επιβεβαίωσε,O
η,O
υφυπουργός,O
Εξωτερικών,O
της,O
Ονδούρας,B-GPE
",",O
Νέλι,B-PERSON
Τζέρεθ,I-PERSON
.,O
Της,O
Γεωργίας,B-PERSON
",",O
που,O
στο,O
σπίτι,O
τη,O
λένε,O
και,O
τη,O
φωνάζουν,O
Μενάζ,B-PERSON
",",O
της,O
κλέψανε,O
το,O
χαρτζιλίκι,O
.,O
Μέτωπο,O
κατά,O
του,O
περιφερειάρχη,O
Πελοποννήσου,B-GPE
Πέτρου,B-PERSON
Τατούλη,I-PERSON
φαίνεται,O
ότι,O
σχηματίζουν,O
οι,O
δήμαρχοι,O
της,O
Περιφέρειας,O
στο,O
θέμα,O
της,O
διαχείρισης,O
των,O
απορριμμάτων,O
και,O
τάσσονται,O
με,O
την,O
πλευρά,O
του,O
υπουργείου,B-ORG
Περιβάλλοντος,I-ORG
.,O
Ταυτόχρονα,O
",",O
ο,O
οίκος,O
επιβεβαίωσε,O
τη,O
βασική,O
πιστοληπτική,O
αξιολόγηση,O
(,O
baseline,O
credit,O
assessment,O
",",O
BCA,O
),O
της,O
Πειραιώς,B-ORG
",",O
της,O
Εθνικής,B-ORG
",",O
της,O
Alpha,B-ORG
Bank,I-ORG
και,O
της,O
Eurobank,B-ORG
σε,O
caa2,O
και,O
αυτή,O
της,O
Attica,B-ORG
Bank,I-ORG
σε,O
caa3,O
.,O
Παρόλο,O
που,O
έχει,O
κοινά,O
στοιχεία,O
με,O
τον,O
ιό,O
Petya,O
",",O
έχει,O
τελείως,O
διαφορετική,O
λειτουργία,O
",",O
για,O
το,O
λόγο,O
αυτόν,O
τον,O
ονομάσαμε,O
ExPetr,O
»,O
υποστηρίζει,O
από,O
την,O
πλευρά,O
της,O
η,O
Kaspersky,B-ORG
Lab,I-ORG
.,O
Πλέον,O
",",O
εναπόκειται,O
στην,O
Ελλάδα,B-GPE
να,O
βελτιώσει,O
την,O
εικόνα,O
της,O
χώρας,O
με,O
υπεύθυνες,O
πολιτικές,O
και,O
μεταρρυθμίσεις,O
",",O
για,O
να,O
ανέβει,O
το,O
επίπεδο,O
πολιτών,O
της,O
»,O
.,O
Για,O
να,O
περάσουν,O
112,B-TIME
λεπτά,I-TIME
χωρίς,O
το,O
παραμικρό,O
ενδιαφέρον,O
...,O
Εως,O
το,O
γκραν,O
φινάλε,O
...,O
Οι,O
επενδυτές,O
υποστηρίζουν,O
στην,O
μελέτη,O
ότι,O
η,O
δημιουργία,O
4,B-CARDINAL
μονάδων,O
θα,O
μειώσει,O
τα,O
κόστη,O
συντήρησης,O
και,O
αγοράς,O
εξοπλισμού,O
",",O
κάτι,O
που,O
είναι,O
εμφανώς,O
αντίθετο,O
με,O
την,O
κοινή,O
λογική,O
.,O
Που,O
απετράπη,O
",",O
γιατί,O
στη,O
συμφωνία,O
προβλέπεται,O
η,O
δημιουργία,O
επιτροπής,O
υπό,O
τον,O
ΟΗΕ,B-ORG
",",O
που,O
θα,O
λύσει,O
οριστικά,O
τα,O
ζητήματα,O
αυτά,O
",",O
προστατεύοντας,O
την,O
παραγωγή,O
και,O
τα,O
προϊόντα,O
της,O
Μακεδονίας,B-GPE
μας,O
.,O
"	O

Το	O
Σάββατο	B-DATE
το	O
βράδυ	B-TIME
στο	O
Κίεβο	B-GPE
νίκησε	O
με	O
3-1	O
τη	O
Λίβερπουλ	B-ORG
και	O
κατέκτησε	O
το	O
13ο	B-EVENT
φετινό	I-EVENT
Τσάμπιονς	I-EVENT
Λιγκ	I-EVENT
της	O
,	O
τρίτο	B-ORDINAL
συνεχόμενο	O
και	O
τέταρτο	B-ORDINAL
στα	O
πέντε	B-CARDINAL
τελευταία	O
χρόνια	O
.	O

Για	O
περισσότερες	O
πληροφορίες	O
σχετικά	O
με	O
την	O
Ανθρωπόκαινο	B-EVENT
Εποχή	I-EVENT
βλ.	O
πρόσφατα	O
άρθρα	O
μας	O
στην	O
«	O
Εφ	O
.	O

Η	O
αυτοσχεδιαστική	O
δουλειά	O
του	O
Γάλλου	B-NORP
κλαρινετίστα	O
Ζαβιέ	B-PERSON
Σαρλ	I-PERSON
προσεγγίζει	O
την	O
ηλεκτροακουστική	O
μουσική	O
,	O
τη	O
noise	O
και	O
τη	O
sound	O
poetry	O
.	O

Ως	O
προς	O
το	O
χρονικό	O
της	O
εξάρθρωσης	O
,	O
έπειτα	O
από	O
διερεύνηση	O
καταγγελίας	O
σχετικά	O
με	O
υπόθεση	O
απάτης	O
,	O
το	O
Τμήμα	B-ORG
Δίωξης	I-ORG
Εγκληματικών	I-ORG
Οργανώσεων	I-ORG
και	I-ORG
Διεθνικών	I-ORG
Σχέσεων	I-ORG
της	O
Υποδιεύθυνσης	B-ORG
Αντιμετώπισης	I-ORG
Οργανωμένου	I-ORG
Εγκλήματος	I-ORG
,	O
κατάφερε	O
έπειτα	O
από	O
συστηματική	O
έρευνα	O
,	O
συνδυαστική	O
μελέτη	O
στοιχείων	O
,	O
συνεργασία	O
με	O
άλλες	O
Δημόσιες	B-ORG
Υπηρεσίες	I-ORG
και	O
συσχετισμό	O
συναφών	O
δικογραφιών	O
ανά	O
την	O
Ελλάδα	B-GPE
,	O
να	O
εντοπίσει	O
τους	O
εμπλεκόμενους	O
και	O
να	O
πιστοποιήσει	O
την	O
εγκληματική	O
τους	O
δράση	O
.	O

Αν	O
είναι	O
αλήθεια	O
ότι	O
το	O
70%	B-PERCENT
των	O
ανθρώπων	O
πιστεύουν	O
ότι	O
είναι	O
πιο	O
όμορφοι	O
από	O
τον	O
μέσο	O
όρο	O
και	O
ότι	O
το	O
94%	B-PERCENT
των	O
καθηγητών	O
στα	O
πανεπιστήμια	O
είναι	O
απολύτως	O
βέβαιοι	O
ότι	O
είναι	O
καλύτεροι	O
από	O
τους	O
συναδέλφους	O
τους	O
στον	O
ακαδημαϊκό	O
χώρο	O
,	O
υπάρχουν	O
αρκετά	O
πρόσωπα	O
που	O
,	O
αντίθετα	O
,	O
υποτιμούν	O
συστηματικά	O
τον	O
εαυτό	O
τους	O
.	O

Και	O
οι	O
δυο	B-CARDINAL
πλευρές	O
εξέφρασαν	O
την	O
επιθυμία	O
να	O
συνεχίσουν	O
τη	O
συνεργασία	O
τους	O
,	O
ωστόσο	O
προέκυψε	O
μια	B-CARDINAL
διαφορά	O
στον	O
συνδυασμό	O
οικονομικού	O
και	O
διαρκείας	O
.	O

Οι	O
αναβαθμίσεις	O
καθοδηγήθηκαν	O
επίσης	O
από	O
την	O
αύξηση	O
της	O
οροφής	O
των	O
τραπεζικών	O
καταθέσεων	O
από	O
τον	O
Moody's	B-TIME
σε	O
Β3	O
από	O
Caa2	O
,	O
μετά	O
την	O
αναβάθμιση	O
του	O
αξιόχρεου	O
της	O
Ελλάδας	B-GPE
σε	O
Β3	O
(	O
με	O
θετικές	O
προοπτικές	O
)	O
από	O
caa2	O
(	O
με	O
θετικές	O
προοπτικές	O
)	O
στις	O
21	B-DATE
Φεβρουαρίου	I-DATE
.	O

Οσον	O
αφορά	O
τη	O
διατήρηση	O
της	O
διεξαγωγής	O
των	O
αυτοδιοικητικών	O
εκλογών	O
τον	O
Μάιο	B-DATE
,	O
το	O
υπουργείο	B-ORG
Εσωτερικών	I-ORG
προβάλλει	O
δύο	B-CARDINAL
επιχειρήματα	O
:	O

Σ	O
’αυτό	O
το	O
τρίτο	B-ORDINAL
μυθιστόρημα	O
,	O
το	O
οποίο	O
εκτυλίσσεται	O
εξ	O
ολοκλήρου	O
στον	O
ελλαδικό	O
χώρο	O
,	O
ο	O
συγγραφέας	O
,	O
με	O
την	O
εκτύλιξη	O
της	O
μυθοπλασίας	O
του	O
και	O
την	O
προβληματική	O
του	O
,	O
αναστοχάζεται	O
την	O
εδραίωση	O
ενός	B-CARDINAL
τύπου	O
αστικής	O
και	O
με	O
πολλά	O
αντιδραστικά	O
ιδεολογήματα	O
ηγεμονίας	O
στον	O
ελληνικό	O
κοινωνικό	O
σχηματισμό	O
,	O
αλλά	O
και	O
το	O
ατελέσφορο	O
και	O
την	O
αποτυχία	O
της	O
μεταρρυθμιστικής	O
απόπειρας	O
την	O
περίοδο	O
του	O
Μεσοπολέμου	B-EVENT
.	O

Το	O
ίδιο	O
ισχύει	O
και	O
στο	O
Πανεπιστήμιο	B-ORG
Caltech	I-ORG
,	O
το	O
οποίο	O
αποτελεί	O
τον	O
«	O
μητρικό	O
»	O
οργανισμό	O
του	O
JPL	B-ORG
και	O
το	O
UCLA	B-ORG
όπου	O
εργάζονται	O
πολλοί	O
Έλληνες	B-NORP
ερευνητές	O
,	O
με	O
πεδία	O
έρευνας	O
τις	O
νευροεπιστήμες	O
και	O
τη	O
γενετική	O
με	O
εντυπωσιακά	O
και	O
άκρως	O
σημαντικά	O
αποτελέσματα	O
.	O

Ζημιές	O
από	O
συνεχιζόμενες	O
δραστηριότητες	O
ύψους	O
€	B-MONEY
163	I-MONEY
εκατ.	I-MONEY
το	O
2017	B-DATE
σε	O
επίπεδο	O
Ομίλου	O
,	O
αρνητικά	O
επηρεαζόμενες	O
από	O
τις	O
υψηλές	O
προβλέψεις	O
για	O
επισφαλή	O
δάνεια	O
-	O
Τα	O
οργανικά	O
κέρδη	O
προ	O
προβλέψεων	O
στην	O
Ελλάδα	B-GPE
διαμορφώθηκαν	O
σε	O
€	B-MONEY
809	I-MONEY
εκατ.	I-MONEY
το	O
2017	B-DATE
(	O
+5%	B-PERCENT
σε	O
ετήσια	O
βάση	O
)	O
,	O
αντανακλώντας	O
τη	O
θετική	O
επίδοση	O
των	O
καθαρών	O
εσόδων	O
από	O
προμήθειες	O
(	O
+42%	B-PERCENT
σε	O
ετήσια	O
βάση	O
)	O
και	O
τη	O
περιστολή	O
των	O
λειτουργικών	O
δαπανών	O
(	O
-7%	B-PERCENT
σε	O
ετήσια	O
βάση)-	O
Στην	O
Ελλάδα	B-GPE
,	O
το	O
καθαρό	O
επιτοκιακό	O
περιθώριο	O
βελτιώθηκε	O
κατά	O
26	B-CARDINAL
μ.β	O
.	O

Θα	O
πρέπει	O
,	O
ωστόσο	O
,	O
να	O
γνωρίζει	O
(	O
ο	O
καταναλωτής	O
)	O
και	O
για	O
να	O
το	O
γνωρίζει	O
θα	O
πρέπει	O
εμείς	O
να	O
του	O
το	O
πούμε	O
,	O
πληροφορώντας	O
τον	O
σωστά	O
,	O
ότι	O
και	O
εκεί	O
καταβάλλει	O
το	O
σχετικό	O
δικαίωμα	O
υπέρ	O
των	O
δημιουργών	O
,	O
συγγενικών	O
δικαιωμάτων	O
και	O
του	O
περιουσιακού	O
δικαιώματος	O
,	O
μόνο	O
που	O
το	O
ποσό	O
που	O
θα	O
πληρώνει	O
δεν	O
θα	O
πηγαίνει	O
στους	O
Έλληνες	B-NORP
δημιουργούς	O
,	O
αλλά	O
στους	O
καλλιτέχνες	O
της	O
χώρας	O
από	O
την	O
οποία	O
θα	O
έχει	O
πραγματοποιήσει	O
την	O
αγορά	O
του	O
.	O

Διαβάστε	O
περισσότερα	O
στο	O
govastileto.gr	B-ORG

Τυπική	O
της	O
Αρχαίας	B-GPE
Ελλάδας	I-GPE
η	O
κατασκευή	O
της	O
μάσκας	O

Η	O
υπόθεση	O
ξεκίνησε	O
από	O
το	O
2011	B-DATE
όταν	O
,	O
μετά	O
από	O
έφοδο	O
της	O
αντιτρομοκρατικής	O
στο	O
σπίτι	O
όπου	O
διέμενε	O
η	O
Ηριάννα	B-PERSON
με	O
τον	O
σύντροφό	O
της	O
,	O
οδηγήθηκαν	O
και	O
οι	O
δύο	B-CARDINAL
στον	O
ανακριτή	O
.	O

Από	O
σήμερα	B-DATE
,	O
ξεκινάει	O
η	O
λειτουργία	O
της	O
ηλεκτρονικής	O
πλατφόρμας	O
www.enotita114.gr	B-ORG
για	O
τη	O
συλλογή	O
υπογραφών	O
στο	O
κείμενο	O
με	O
τα	O
«	O
δέκα	B-DATE
σημεία	O
για	O
τη	O
συνεργασία	O
,	O
την	O
κοινή	O
δράση	O
και	O
την	O
ενότητα	O
»	O
.	O

Τέλος	O
,	O
της	O
η	O
Όλγα	B-PERSON
Κεφαλογιάννη	I-PERSON
δηλώνει	O
«	O
ανήσυχη	O
»	O
για	O
τους	O
κυβερνητικούς	O
χειρισμούς	O
σε	O
ό	O
,	O
τι	O
αφορά	O
στην	O
επόμενη	O
μέρα	O
των	O
μνημονίων	O
και	O
υποστηρίζει	O
την	O
άποψη	O
ότι	O
«	O
η	O
Ευρώπη	B-LOC
θα	O
πρέπει	O
να	O
πλησιάσει	O
περισσότερο	O
τον	O
κοινωνικό	O
φιλελευθερισμό	O
και	O
να	O
μην	O
μείνει	O
προσηλωμένη	O
σε	O
ασφυκτικές	O
δημοσιονομικές	O
λογικές	O
ακραίας	O
λιτότητας	O
»	O
.	O

Ο	O
27χρονος	O
επιθετικός	O
δέχθηκε	O
σκληρή	O
κριτική	O
πριν	O
την	O
έναρξη	O
της	O
διοργάνωσης	O
από	O
μερίδα	O
των	O
γαλλικών	O
ΜΜΕ	O
,	O
που	O
ουσιαστικά	O
τον	O
κατηγορούσαν	O
ότι	O
έχει	O
επιβάλει	O
τους	O
δικούς	O
του	O
κανόνες	O
στην	O
εθνική	O
,	O
όμως	O
η	O
πορεία	O
των	O
«	O
τρικολόρ	B-ORG
»	O
ως	O
τον	O
τελικό	O
της	O
Κυριακής	B-DATE
(	O
15/7	B-DATE
)	O
και	O
η	O
δική	O
του	O
συμβολή	O
τον	O
δικαιώνουν	O
απόλυτα	O
.	O

Τα	O
στοιχεία	O
αυτά	O
τέθηκαν	O
υπόψη	O
της	O
Εισαγγελίας	B-ORG
Πρωτοδικών	I-ORG
Αθηνών	I-ORG
,	O
η	O
οποία	O
εξέδωσε	O
βούλευμα	O
για	O
την	O
άρση	O
του	O
απορρήτου	O
των	O
επικοινωνιών	O
.	O

",O
Η,O
κόρη,O
μου,O
έγινε,O
σύμβολο,O
του,O
χωρισμού,O
των,O
παιδιών,O
στα,O
σύνορα,O
των,O
ΗΠΑ,B-GPE
.,O
Ωστόσο,O
",",O
τα,O
μικροπλαστικά,O
",",O
τα,O
μικρά,O
δηλαδή,O
εκείνα,O
θραύσματα,O
πλαστικού,O
",",O
είναι,O
αυτά,O
που,O
βρίσκονται,O
σε,O
πραγματική,O
αφθονία,O
στη,O
Μεσόγειο,B-LOC
.,O
Η,O
ανθρωπότητα,O
το,O
2050,B-DATE
Ρεκόρ,O
πωλήσεων,O
αλεξίσφαιρων,O
αυτοκινήτων,O
στο,O
Μεξικό,B-GPE
-,O
Κόσμος,O
Στα,O
νοσοκομεία,O
της,O
4ης,B-ORDINAL
Υγειονομικής,B-ORG
Περιφέρειας,I-ORG
Μακεδονίας-Θράκης,I-ORG
",",O
μέσα,O
σε,O
μία,B-DATE
πενταετία,I-DATE
ο,O
ετήσιος,O
αριθμός,O
των,O
εξετασθέντων,O
στα,O
ΤΕΙ,B-ORG
αυξήθηκε,O
κατά,O
240.000,B-CARDINAL
.,O
Απευθυνόμενος,O
στις,O
νέες,O
και,O
στους,O
νέους,O
που,O
μετέχουν,O
στην,O
58η,B-EVENT
Διεθνή,I-EVENT
Σύνοδο,I-EVENT
για,I-EVENT
Νέους,I-EVENT
Μετέχοντες,I-EVENT
της,O
Διεθνούς,B-ORG
Ολυμπιακής,I-ORG
Ακαδημίας,I-ORG
",",O
τους,O
παρότρυνε,O
να,O
ζήσουν,O
στη,O
χώρα,O
μας,O
",",O
την,O
Ελλάδα,B-GPE
",",O
αυτή,O
την,O
πρωτόγνωρη,O
εμπειρία,O
μύησης,O
σε,O
αρχές,O
και,O
αξίες,O
που,O
παραμένουν,O
κλασικές,O
και,O
αναλλοίωτες,O
",",O
καθώς,O
και,O
να,O
τις,O
μεταφέρουν,O
στις,O
πατρίδες,O
τους,O
",",O
ως,O
συμβολικοί,O
λαμπαδηδρόμοι,O
του,O
ανέσπερου,O
Ολυμπιακού,O
Φωτός,O
.,O
Μόνο,O
